Date,Feedback,Sentiment,Key Theme
2024-07-31,layan langgan ga,Negative,Services
2024-07-31,ada buku rekening,Neutral,Features and Promotion
2024-07-31,terlalu banyak teror telpn nawarin kreditasuransidll sangat ganggu privasi,Negative,Services
2024-07-31,kurang fitur isi e uang elektronik still moga di buat fitur,Neutral,Features and Promotion
2024-07-31,mohon tidak baru aplikasi terus,Negative,Reliability
2024-07-31,minta dong kta ada data perinci doong,Neutral,Services
2024-07-31,kendala saat transfer sering jadi saldo masuk rekening tuju saldo pribadi potong mohon tingkat,Negative,Reliability
2024-07-31,kalau transfer lambat,Negative,Ease and Speed
2024-07-31,aplikasi ny hrs baru agak lambat delay,Negative,Ease and Speed
2024-07-31,loading terlalu lama mungkin terlalu bnyak fitur jadi tidak harus pake handphone model baru,Negative,Ease and Speed
2024-07-31,sering jadi gagal transaksi,Negative,Reliability
2024-07-31,layan lbh tingkat,Neutral,Services
2024-07-31,coba nyata jangan ha gratis cuman bulan,Negative,Features and Promotion
2024-07-31,buka cabang besuk situbondo jawa timur,Neutral,Services
2024-07-31,cepat tepat,Positive,Ease and Speed
2024-07-31,harus fitur komunikasi dng call center,Neutral,Features and Promotion
2024-07-31,udah sering transaksi banyak pernah hadiah,Negative,Services
2024-07-31,terlalu lama akses,Negative,Ease and Speed
2024-07-31,salah terus terus,Negative,Features and Promotion
2024-07-31,sangat cepat mudah tentu gratis biaya,Positive,Ease and Speed
2024-07-31,batas atm offline bagai tempat,Negative,Services
2024-07-31,transaksi online atas jam fungsi mohon tingkat jam layan,Negative,Features and Promotion
2024-07-31,minus kalo scan qris suka error,Negative,Features and Promotion
2024-07-31,antarmuka guna hebat transfer cepat gratis bagai rekening bank,Positive,UI/UX and Usability
2024-07-31,transfer biaya sekarang pakai biaya,Negative,Fees and Rates
2024-07-31,di percapat loadingnya,Negative,Ease and Speed
2024-07-31,baru investor minggu anda tunjuk mereka terjemah dalam bahasa inggris tidak,Negative,General
2024-07-31,lambat ngebug,Negative,Ease and Speed
2024-07-31,obat update sering tunda update,Negative,Features and Promotion
2024-07-31,aflikasi terlalu lambat berat,Negative,UI/UX and Usability
2024-07-31,min lah biaya pbb navigator lumayan besar nominal,Negative,Fees and Rates
2024-07-31,terus tanya metode transfer bisa guna default,Negative,UI/UX and Usability
2024-07-31,dapat guna transfer,Negative,Features and Promotion
2024-07-31,kadang aplikasi susah buka,Negative,UI/UX and Usability
2024-07-31,lama responnya lambat kadang lambat,Negative,Ease and Speed
2024-07-31,kaga log in handphone handphone lama login cuma minta kode otp,Negative,UI/UX and Usability
2024-07-31,jaring tetap tahan tetap baik,Positive,General
2024-08-01,respon kurang cepat,Negative,Ease and Speed
2024-08-01,loading lamamhon dipercapat loading,Negative,Ease and Speed
2024-08-01,potong navigasi bulan bisa x bulan notifikasi kaga masuk sms,Negative,Fees and Rates
2024-08-01,waktu transfer saldo tabung tampil jadi susah lihat saldo transfer ingin ditambahin berapa berapa sanak saudara aplikasi lambat berat banget udah saja saran kami terimakasih,Negative,UI/UX and Usability
2024-08-01,setor tunai,Neutral,General
2024-08-01,bisa transaksi bpjs,Negative,Services
2024-08-01,selalu ganggu bisa transaksi,Negative,Services
2024-08-01,cair deposito segera tlg buat bca cair saat thanks,Neutral,Features and Promotion
2024-08-01,butuh pemberitahuan detail transfer,Negative,UI/UX and Usability
2024-08-01,permata mobile x terlalu berat aplikasi qris ngelag transfer ngelag sinyal padahal bagus jadi bukan masalah sinyal aplikasi terlalu berat satset gitu loh kayak aplikasi m bangking,Negative,UI/UX and Usability
2024-08-01,taut ulas spam sudah tulis umpan balik tetapi terus muncul sangat ganggu,Negative,Features and Promotion
2024-08-01,kurang baik loginnya sangat lambat,Negative,UI/UX and Usability
2024-08-01,aju tolak kali,Negative,Services
2024-08-01,potong kk kta konfirmasi,Negative,Fees and Rates
2024-08-01,aplikasi berat signal kuat sering sebab kan pending kurang banding bank aplikasi lebih cepat enteng,Negative,Ease and Speed
2024-08-01,cepat ingin transfer saldo lihat jadi ada privasi kalau di tempat ramai bagus,Negative,UI/UX and Usability
2024-08-01,bagus sering ngelag keluar sendiri,Negative,Ease and Speed
2024-08-01,status obat waktu nyata sering error baik layan kalian,Negative,Services
2024-08-01,kalo kalo emang ganggu jangan ngeleg ngga di buka aplikasi,Negative,Features and Promotion
2024-08-01,semua nyaenakdan praktisapalgi fasilitas gratis nyaspy lbh banyak konsumenproduk manfaat umenjaring nasabah lbh bnyktetapi wajib fasilitas setor tunai tiap cabng atau fasilitas banyak org,Positive,Features and Promotion
2024-08-01,jangan biaya lah sesuai pas awal buka rekening,Neutral,Fees and Rates
2024-08-01,admin gratis transfer,Neutral,Fees and Rates
2024-08-01,aju permatakasbon sudah hari ada hasil status sedang proses lambat,Negative,Services
2024-08-01,baru masalah fungsi tombol jadi ribet tekan tombol silang panah kembali keluar aplikasi,Negative,UI/UX and Usability
2024-08-01,kok susah jangkau,Negative,Services
2024-08-01,mudah guna dapat andal bebas biaya transaksi,Positive,Features and Promotion
2024-08-01,transaksi transfer sekarang bayar jadi males pakai permata kobile x,Negative,Fees and Rates
2024-08-01,proses loading lama,Negative,Ease and Speed
2024-08-01,suka lambat,Negative,Ease and Speed
2024-08-01,aplikasi permata mobile lambat lambat sekaliapa ram handphone kuat apa memang aplikasi lambat yautk yang lain pu praktis mudahmudah keren,Negative,Ease and Speed
2024-08-01,cepat transaksi,Positive,Ease and Speed
2024-08-01,terlalu besar biaya,Negative,Fees and Rates
2024-08-01,transfer antar bank bebas biaya,Positive,Fees and Rates
2024-08-01,sama sekali,Negative,General
2024-08-01,semua aku suka,Positive,General
2024-08-01,beberapa hari lalu ingin transaksi ganggu terus mohon tingkat layan,Negative,Services
2024-08-01,guna ramah sekarang,Positive,UI/UX and Usability
2024-08-01,aplikasi stabil koneksi muat proses transaksi lambat tks,Negative,Ease and Speed
2024-08-01,mudah transaksi simpel masih ngelag aplikasi terima kasih permata,Negative,Ease and Speed
2024-08-01,d tolak terus kta,Negative,Services
2024-08-01,cuma ken kartu kredit pinjeman kta permata,Negative,Services
2024-08-01,buat aplikasi lebih ringan bisa lebih cepat,Negative,Ease and Speed
2024-08-01,aplikasi minta update terus memory handphone jadi makin penuh,Negative,UI/UX and Usability
2024-08-01,kadang lambat pagi bisa lihat saldo hari tgl belum,Negative,Services
2024-08-01,respon lambat masuk menu ikut,Negative,Ease and Speed
2024-08-01,aku aku aku,Neutral,General
2024-08-01,tingkat layan terus lebih baik,Positive,Services
2024-08-01,sulit aju ktpayroll,Negative,Services
2024-08-01,lambat update,Negative,Ease and Speed
2024-08-01,koneksi sering ganggu,Negative,Ease and Speed
2024-08-01,tingkat muat baca data fiturnyakurang ramah guna,Negative,UI/UX and Usability
2024-08-01,toko atm plus,Positive,Features and Promotion
2024-08-01,admin bulan tidak gratis,Negative,Fees and Rates
2024-08-01,butuh lebih banyak sederhana,Negative,UI/UX and Usability
2024-08-01,tambah mesin atm,Positive,Features and Promotion
2024-08-01,aplikasi terlalu lambat,Negative,Ease and Speed
2024-08-01,qris cukup pakai face id tanggal transaksi mutasi transaksi,Neutral,Features and Promotion
2024-08-01,sering transalsi transfer error klu error langsung d kembali dana k rek kirim pada terus,Negative,Services
2024-08-01,cepat aplikasi kurang,Negative,Ease and Speed
2024-08-01,mudah laku transaksi cepat ada biaya transaksidengan fitur lengkap utama selalu beri promo tarik contoh beri pinjam ringan waktu bulan,Positive,Features and Promotion
2024-08-01,kadang loadingnya terlalu lama,Negative,Ease and Speed
2024-08-01,fitur unt bayar langgan internet kurang lengkap bayar pgn blm,Negative,Features and Promotion
2024-08-01,sekarang transfer bank bayar,Negative,Fees and Rates
2024-08-01,lambat loading,Negative,Ease and Speed
2024-08-01,ngak di cetak kalau hasil,Negative,Features and Promotion
2024-08-01,mobil cash bisa pilih tabung akan ambil,Negative,Features and Promotion
2024-08-01,sering masalah kendala terus guna qris mobail perban bank tidak kendala,Negative,Services
2024-08-01,proses kini data layan customer service cukup makan waktu lama,Negative,Services
2024-08-01,semua top markotop,Positive,General
2024-08-01,atm banyak dimanaatm sangat sedikit,Negative,Services
2024-08-01,sering kala hari liburaplikasi ngadat mohon awas ketattk,Negative,Ease and Speed
2024-08-01,tiru cara bank dalam mudah transaksi cara guna rasa lebih simpel model mybca,Negative,UI/UX and Usability
2024-08-01,baik rekening kadang catat saldo benar,Negative,General
2024-08-01,m perban sering error masalah ganggu sistem baik transaksi tidak hambat,Negative,Services
2024-08-01,muat super lambatkurang sat set,Negative,Ease and Speed
2024-08-01,guna lamasejak produk permatame baru munculawal emg lebih baik yang laintapi sekarang udah kalah saing,Negative,General
2024-08-01,terlalu ribet banyak muter buat lebih simpel kaya bank,Negative,UI/UX and Usability
2024-08-01,transfer saldo sebut kurang resi keluar lalu m perban namun pihak lawan terima,Negative,Services
2024-08-01,maaf pindah dulu sea bank kuota gratis x transfer online atw bi fast ada bunga persen,Negative,Fees and Rates
2024-08-01,loading lama sekali baik saya tfr cepat,Negative,Ease and Speed
2024-08-01,aplikasi terlalu lambat mungkin saran tingkat cepat aplikasi,Negative,Ease and Speed
2024-08-01,aplikasi terlalu lambat responnya kurang kenceng,Negative,Ease and Speed
2024-08-01,aplikasi lambat buat trsksidr pd mbangking bank,Negative,Ease and Speed
2024-08-01,hapus pop up kamu di sini,Neutral,UI/UX and Usability
2024-08-01,terima kasih permata bank,Positive,General
2024-08-01,fitur di cepat yh jangan lama lama muter,Negative,Features and Promotion
2024-08-01,tambah fitur rekening bank favorit hapus akun historis,Positive,Features and Promotion
2024-08-01,permata mobile x makin sinar,Positive,General
2024-08-01,cukup puas dg layan permata mobile x,Positive,General
2024-08-01,buka awal ga langsung milih transaksi,Negative,UI/UX and Usability
2024-08-01,gratis biaya semua transaksi,Positive,Fees and Rates
2024-08-01,posisi bank sangat jauh,Negative,General
2024-08-01,persetan permata transfer jam malam uang malah ilang bank ga yang kaya gitu cuma permata,Negative,Services
2024-08-01,biaya bulan hapus,Positive,Fees and Rates
2024-08-01,kta d mudah member permata,Positive,Features and Promotion
2024-08-01,butuh waktu lama sistem sering jeda loading,Negative,Ease and Speed
2024-08-01,mutasi sering muncul,Negative,Services
2024-08-01,coba kta promosi,Positive,Features and Promotion
2024-08-01,bi cepat bank kadang tolak,Negative,Services
2024-08-01,sedia bayar air daerah bekas,Neutral,Services
2024-08-01,ga temen punya rekening permata,Negative,General
2024-08-01,saya bisa geser layar,Neutral,UI/UX and Usability
2024-08-01,tambah fitur lihat kata sandi login,Negative,Features and Promotion
2024-08-01,upgarde di download app store,Negative,Features and Promotion
2024-08-01,notifikasi transaksi uang masuj suka ngak muncul di handphone,Negative,Services
2024-08-01,ribet cara guna,Negative,UI/UX and Usability
2024-08-01,tantang laku transaksi am atas utama harus bayar guna qris,Negative,Services
2024-08-01,banyak kendala transfer,Negative,Services
2024-08-01,fitus mobile x sering alami kendala fitur topup ovo ga pakai sama sekali waktu transfer layar jadi putih freeze sama sekali,Negative,Services
2024-08-01,transfer bank tidak kena biaya,Positive,Fees and Rates
2024-08-01,layan bagus,Positive,Services
2024-08-01,bagus transfer bank gratis,Positive,Fees and Rates
2024-08-01,transaksi kurang cepat,Negative,Ease and Speed
2024-08-01,sering banget ganggu tanggal gaji,Negative,Services
2024-08-01,sering loading lama banget,Negative,Ease and Speed
2024-08-01,kantor tutup jember,Negative,Services
2024-08-01,aplikasi berat loading,Negative,Ease and Speed
2024-08-01,kalau tanpa admin transfer semua bank,Negative,Fees and Rates
2024-08-01,perlu up grade terusjadi buat pusing,Negative,Features and Promotion
2024-08-01,inap mbngking lambat,Negative,Ease and Speed
2024-08-01,semua serba cepat,Positive,General
2024-08-01,kalau atm di banyak,Negative,Services
2024-08-01,sangat bantu kta program,Positive,General
2024-08-01,biasa bulan terlalu besar,Negative,Fees and Rates
2024-08-01,susah permata casbond,Negative,Services
2024-08-01,ui ux buruk,Negative,UI/UX and Usability
2024-08-01,kantor cabang di bojonegoro tidak buka,Negative,Services
2024-08-01,nominal saldo terlalu terang selalu lihat baru login akan transaksi jadi mudah lihat org,Negative,Services
2024-08-01,kali transfer terus pop up rating permata benar ganggu,Negative,UI/UX and Usability
2024-08-01,aju tolak terus bintang,Negative,Services
2024-08-01,saat logout mohon tampil saldo rekening padahal halaman sudah tutup tampak terima kasih,Negative,UI/UX and Usability
2024-08-01,update baru permata mobile jelek transaksi lama,Negative,Ease and Speed
2024-08-01,aman cepat,Positive,General
2024-08-01,mudah kalau transfer,Positive,Services
2024-08-01,sering error aplikasi saat login server konek lah moga depan lebih baik,Negative,Services
2024-08-01,terlalu lama proses keluar aplikasi kali klik itu lama coba ikutin bca mobile sangat lancar cepat aplikasi,Negative,Ease and Speed
2024-08-01,baik koordinasi info rutin wa email kait ambil bukti potong pph dapat bunga nilai cukup besar bunga bond penting lapor pph,Neutral,Services
2024-08-01,fitur kta knp susah di acc,Negative,Services
2024-08-01,transfer bank dan isi ulang pulsa listrik gratis ada tambah,Negative,Fees and Rates
2024-08-01,semua suka permata paling baik,Positive,General
2024-08-01,punya teman,Negative,General
2024-08-01,gratis transfer bank,Positive,Fees and Rates
2024-08-01,mohon aplikasi lebih cepat jangan lambat,Negative,Ease and Speed
2024-08-01,kadang bisa buka aplikasi permata mobile x,Negative,Services
2024-08-01,susah buat cair kta,Negative,Services
2024-08-01,moga fitur kta guna semua nasabah,Negative,Services
2024-08-01,semua transaksi jadi mudah,Positive,Services
2024-08-01,mohon atm permata tambah ada ha kota itu beberapa,Negative,Services
2024-08-01,aplikasi rasa cukup berat bukti transaksi saran agar muncul dulu kirim,Negative,UI/UX and Usability
2024-08-01,sekarang transfer kena biaya tambah kecewa,Negative,Fees and Rates
2024-08-01,setia guna permata tidak pernah acc aju kta,Negative,Services
2024-08-01,update permata lambat lama kalau transaksi,Negative,Ease and Speed
2024-08-01,kurang puas pinjam kta masa tiap bulan cicil tambah terus beda dr janji awal,Negative,Services
2024-08-01,aju kta tolak,Negative,Services
2024-08-01,hadiah promosi,Positive,Features and Promotion
2024-08-01,bank permata sangat bagus,Positive,General
2024-08-01,mohon tingkat agar tunda klik,Negative,Ease and Speed
2024-08-01,latar belakang tampil bagus,Neutral,UI/UX and Usability
2024-08-01,scan qris sering masalah,Negative,Features and Promotion
2024-08-01,proses kta mudah,Negative,Services
2024-08-01,tarik tunai kartu muat bca sering gagal,Negative,Features and Promotion
2024-08-01,tahan layan baik,Positive,General
2024-08-01,mudah praktis,Positive,Services
2024-08-01,moga selalu gratis,Positive,Fees and Rates
2024-08-01,transaksi lancar sekali,Positive,Services
2024-08-01,mesin atm permata tambah sebar luas mall lotte alfamaret indomaret mudah cari mudah transaksi,Negative,Services
2024-08-01,mungkin kalau transfer kena biaya gratis bank manapunpasti rekomen teman,Negative,Fees and Rates
2024-08-01,aplikasi sering keluar sendiri malesin bolak balik akun terus,Negative,Ease and Speed
2024-08-01,kalau tanggal masalah,Negative,Reliability
2024-08-01,permata kalau lebih banyak cabang saya tahu baru satu cirebon,Negative,Services
2024-08-01,kerja bagus cs,Positive,Services
2024-08-01,ada catat bisa simpan,Negative,Features and Promotion
2024-08-01,tambah atm bank permata sendiri,Negative,Services
2024-08-01,terlalu lama loading,Negative,Ease and Speed
2024-08-01,hapus icon sudah buat tidak guna di quick account,Neutral,Features and Promotion
2024-08-01,beberapa hari lalu minta naik batas kasih padahal hak,Negative,Services
2024-08-01,cicil lebih rinci misal total berapa bulan tampil,Neutral,Services
2024-08-01,bebas biaya transfer,Positive,Fees and Rates
2024-08-01,saran baik aplikasi berat banget terima kasih,Negative,Ease and Speed
2024-08-01,update bayar transaksi lambat,Negative,Ease and Speed
2024-08-01,aplikasi kurang sederhana,Negative,UI/UX and Usability
2024-08-01,semua transaksi gratis,Positive,Fees and Rates
2024-08-01,ada setor tunai,Negative,Services
2024-08-01,mobile mobile banking masuk password lamadan ngelek,Negative,UI/UX and Usability
2024-08-01,versi handphone terlalu berat lambat,Negative,Ease and Speed
2024-08-01,aplikasi oke saat tarik tunai indomaret sering kendala terkadang ada karyawan bisa laku transaksi tarik tunai perlu saldo sidik jari kadang cukup padahal bawah juta,Negative,Reliability
2024-08-01,ada biaya transfer,Positive,Fees and Rates
2024-08-01,terkadang sulit login biometrik,Negative,UI/UX and Usability
2024-08-01,cepat nyaman,Positive,General
2024-08-01,buat sederhana bca,Negative,UI/UX and Usability
2024-08-01,proses lambat oom,Negative,Ease and Speed
2024-08-01,aplikasi berat,Negative,Ease and Speed
2024-08-01,waktu guna periksa mutasi sangat singkat aplikasi cepat tutup sendiri tidak minta waktu tambah,Negative,Ease and Speed
2024-08-01,fitur daftar favorit bisa edit hapus,Negative,Features and Promotion
2024-08-01,kalau total tabung hutang jangan langsung lihat tampil layar tidak mudah intip orang belakang,Negative,UI/UX and Usability
2024-08-01,tahan ebanking nyaman kehandalan sistem,Positive,Reliability
2024-08-01,fitur kartu tol brizi kurang,Negative,Features and Promotion
2024-08-01,lambat sering error,Negative,Ease and Speed
2024-08-01,aplikasi terlalu lambat jalan,Negative,Ease and Speed
2024-08-01,jaring sering error,Negative,Reliability
2024-08-01,cinta sistem perban online anda,Positive,General
2024-08-01,harus transfer segala waktu,Negative,Features and Promotion
2024-08-01,loading lama sering hapus sinyal guna qris code,Negative,Ease and Speed
2024-08-01,aplikasi lambat lebih tingkat biar lebih cepat aplikasi bank yang sangat enak pakai,Negative,Ease and Speed
2024-08-01,transfer pernah ngambil dana,Negative,Reliability
2024-08-01,terus nanyain feedback selesai transaksisangat menggangu,Negative,Features and Promotion
2024-08-01,promosi pilih simpan selalu reboot semua telah lapor kali,Negative,Features and Promotion
2024-08-01,sudh bagus kalo lebih bagus,Positive,General
2024-08-01,akun pinjam selalu blokir,Negative,Services
2024-08-01,apilkasi tinggatkanendalay lomot,Negative,Ease and Speed
2024-08-01,ada informasi terima transfer masuk,Negative,Features and Promotion
2024-08-01,lambat berat,Negative,Ease and Speed
2024-08-01,bi fash jgn sering error,Negative,Features and Promotion
2024-08-01,atm daerah karanganyar solo sedikit jarak rumah jauh pakai mobile cash tarik tunai indomaret tolak alasa uang ada kali lebih jawab kaya gitu jadi males,Negative,Services
2024-08-01,keluh tentang bayar cicil samapai sekarang ada tindak lanjut,Negative,Services
2024-08-01,tidak guna permatanet transfer sama entah permatamobile x tidak tuju transaksi entah saya laku link unlink install uninstall hasil tetap gagal,Negative,Ease and Speed
2024-08-01,terkadang suka konek permata mobile sering error jadi suka degan kali transaksi mobile,Negative,Ease and Speed
2024-08-01,tarik mobile cash dua kali tidak,Negative,Features and Promotion
2024-08-01,terima dana sigap,Neutral,Services
2024-08-01,sering jadi pelihara pagi hari,Negative,Features and Promotion
2024-08-01,halaman pindah halaman masih suka lama,Negative,UI/UX and Usability
2024-08-01,jaring lambat,Negative,Ease and Speed
2024-08-01,ponsel sering ganggu,Negative,Ease and Speed
2024-08-01,lama sedang muat,Negative,Ease and Speed
2024-08-01,aplikasi terlalu berat butuh sinyal internet kuat jalan dengan bank seperti ringan selancar meski sinyal internet lemah,Negative,Ease and Speed
2024-08-01,tempat tarik tunai tambah,Neutral,Services
2024-08-01,jaring mesin atm luar kota tlng tambah,Neutral,Services
2024-08-01,aplikasi terlalu lambat kurang efisien jalan aplikasi,Negative,Ease and Speed
2024-08-01,respon menu sangat lambat,Negative,UI/UX and Usability
2024-08-01,aju kta selalu tolak di informasi,Negative,Services
2024-08-01,bagus tahan,Positive,General
2024-08-01,aplikasi lambat guna,Negative,Ease and Speed
2024-08-01,keluar kota bisa guna,Negative,Features and Promotion
2024-08-01,gk bsa dipake semua kode qris ribet kalo bayar via qris,Negative,Features and Promotion
2024-08-01,bisa transfer uang bank,Negative,Features and Promotion
2024-08-01,bisa transfer,Negative,Features and Promotion
2024-08-01,buat lebih sederhana responsif aplikasi tingkat,Negative,UI/UX and Usability
2024-08-01,bunga riba hapus,Neutral,General
2024-08-01,aplikasi mudah guna respo memang lama,Neutral,UI/UX and Usability
2024-08-01,pinjam kta ny tolak,Negative,Services
2024-08-01,aplikasi terlalu beratmembuat proses transaksi tunggu lama,Negative,Ease and Speed
2024-08-01,aplikasi sangat bagus,Positive,General
2024-08-01,sekali na jangan cukup na terus,Neutral,Services
2024-08-01,pakai permata bank enak banget tampa ribet,Positive,General
2024-08-01,suka logout sendiri,Negative,UI/UX and Usability
2024-08-01,cek obat kadang waktu nyata,Negative,Features and Promotion
2024-08-01,tiap update bkin pin,Negative,UI/UX and Usability
2024-08-01,aplikasi buruk pernah ganggu malam resign programmer anda,Negative,Ease and Speed
2024-08-01,suka loading error,Negative,Ease and Speed
2024-08-01,pas transfer pilih nomor rek langsung sekali nama akun jangan klik dulu baru,Neutral,Features and Promotion
2024-08-01,transfer lebih cepat,Positive,Features and Promotion
2024-08-01,pinjam agun,Negative,Services
2024-08-01,kena potong kirim uang,Negative,Fees and Rates
2024-08-01,terlalu lama loginselalu mutar dulukurang koneksi cepat,Negative,Ease and Speed
2024-08-01,aplikasi mobile x fitur layan email langgan email care langgan langgan login aplikasi dulu,Positive,Features and Promotion
2024-08-01,loading d cepat soal agak lama,Negative,Ease and Speed
2024-08-01,fitur banyak tampil keren modern mudah akses pokok baik,Positive,UI/UX and Usability
2024-08-01,nomer bekas ngirim ada nama susah kalau transfer,Negative,Features and Promotion
2024-08-01,lambat banget aplikasi yhserver yh kuota bnyaksinyal bagusposisi tengah kota tetap aj lambat,Negative,Ease and Speed
2024-08-01,jangan lambat kalo d guna,Negative,Ease and Speed
2024-08-01,tambah cepat respon transaksi update transaksi buku rk saat transaksi selesai hari sama pemberitahuan guna kartu kredit pada saat guna langgan tahu hindar kartu kredit komplain,Neutral,Features and Promotion
2024-08-01,ubah biaya transfer via online bat permatame jadi kan slogan gratis transfer syarat hilangpadahal udah bagus beda lainjadi maaf pindah dulu bank yang bunga tabung persenbahkan yang persendan ada kuota transfer,Negative,Fees and Rates
2024-08-02,dana nyangkut dana potong tidak rekening tuju,Negative,Features and Promotion
2024-08-02,tampil menu mudah sedikit biar pusing,Neutral,UI/UX and Usability
2024-08-02,mmh km minp,Neutral,General
2024-08-02,karyawan bank harus kerja,Neutral,Services
2024-08-02,ada menu top up kta,Negative,Features and Promotion
2024-08-02,selalu update aplikasi padahal di update ada,Negative,Features and Promotion
2024-08-02,sering ke login sangat lambat permata mobile x saat,Negative,Ease and Speed
2024-08-02,ada aplikasi pinjam,Neutral,Services
2024-08-02,jangan masuk semua fitur satu aplikasi lelet,Negative,Features and Promotion
2024-08-02,bayar langgan barkot lama banget masuk jam jam,Negative,Ease and Speed
2024-08-02,admin besar transfer antar bank,Negative,Fees and Rates
2024-08-02,mudah guna biaya transfer gratis,Positive,Services
2024-08-02,bayar qris buka proses respon lama banding lain,Negative,Ease and Speed
2024-08-02,kantor cabang susah,Neutral,Services
2024-08-02,cepat batas waktu,Neutral,Ease and Speed
2024-08-02,email ganggu terima kali buka aplikasi,Negative,UI/UX and Usability
2024-08-02,layan d kcp lambat,Negative,Services
2024-08-02,lebih lagi depan,Positive,General
2024-08-02,proses kasbon sangat lama ingin batal bisa,Negative,Services
2024-08-02,aju kta pinjam ga pernah d acc payroll tahun saja ga percaya ama nasabah,Negative,Services
2024-08-02,akhir putus jaring biaya admin guna permata prefred sd gratis admin,Negative,Fees and Rates
2024-08-02,kadang cek saldo masuk nampak,Negative,Services
2024-08-02,tengah malam sering kejut lihat saldo tiba tiba rp nyata jaring tengah malam masalah,Negative,Services
2024-08-02,m perban lemott meski sinyal penuh kadang dingin tampil dijadulin satset,Negative,Ease and Speed
2024-08-02,aplikasi kurang mudah,Negative,UI/UX and Usability
2024-08-02,kota palembang ada bisa ambil mobil cash indomaret,Negative,Features and Promotion
2024-08-02,terlalu banyak spam,Negative,UI/UX and Usability
2024-08-02,perlu jangan tampil,Negative,UI/UX and Usability
2024-08-02,refresh jadi kalau yang transfer posisi mobile perban online tidak bisa di refresh,Negative,Ease and Speed
2024-08-02,saat login terlalu lambat padahal sinyal sangat bagus,Negative,Ease and Speed
2024-08-02,muat sangat lambat,Negative,Ease and Speed
2024-08-02,apa apa kena biaya biaya bulan tinggi,Negative,Fees and Rates
2024-08-02,tingkat transaksi gratis semua fitur,Negative,Fees and Rates
2024-08-02,ada pilih kartu kredit ci b scan qris bisa pilih dr rekening kartu kredit,Negative,Features and Promotion
2024-08-02,isi ulang kta tidak tawar,Negative,Features and Promotion
2024-08-02,biyaya transfer gratis,Positive,Fees and Rates
2024-08-02,mudah nasabah saya non aktif kartu kredit,Positive,Services
2024-08-02,bagus tinggal tingkat kwalitas,Positive,General
2024-08-02,semua di atas,Neutral,General
2024-08-02,nedd tampil kata sandi halaman pertama kontrol,Negative,UI/UX and Usability
2024-08-02,sekarang biaya navigator tiap bulan,Negative,Fees and Rates
2024-08-02,ui kurang tarik,Negative,UI/UX and Usability
2024-08-02,notifikasi uang masuk adacupu kayak bank belah,Negative,Features and Promotion
2024-08-02,aju pinjam dulu mudah sekarang susah,Negative,Services
2024-08-02,aplikasi lambat,Negative,Ease and Speed
2024-08-02,bpjs ada,Negative,Features and Promotion
2024-08-02,mesin atm kurang nyaman uang bisa keluar langsung,Negative,Services
2024-08-02,fasilitas cukup teman pu bank masing-masing,Neutral,General
2024-08-02,aplikasi berat banget handphone,Negative,Ease and Speed
2024-08-02,pam bogor tidak kerja sama,Negative,Services
2024-08-02,aplikasi error kadang beberapa tunggu jam normal,Negative,Ease and Speed
2024-08-02,mudah pinjam dana,Positive,Services
2024-08-02,tanya dukung lama,Negative,Services
2024-08-02,transfer semua bank gratis,Positive,Fees and Rates
2024-08-02,aju kta lelet error dekat jatuh tempo sulit tarik uang,Negative,Services
2024-08-02,jaring sering gagal masuk,Negative,Ease and Speed
2024-08-02,tidak ambil,Neutral,General
2024-08-02,tramnsaksi terlalu lama muter muter terus moga satset aplikasi mbankin,Negative,Ease and Speed
2024-08-02,etik kata sandi kasih fitur lihat kata sandi ketik,Neutral,UI/UX and Usability
2024-08-02,saya selalu alami kendala guna qris transaksi apa selagi akhir pekan,Negative,Services
2024-08-02,moga jaring selalu lancar,Positive,General
2024-08-02,baru saldo tidak perlu login ulang,Negative,Ease and Speed
2024-08-02,aplikasi lambat lambat loading pindah menu menu sering terjedah,Negative,Ease and Speed
2024-08-02,ui berat,Neutral,UI/UX and Usability
2024-08-02,loading terlalu lama,Negative,Ease and Speed
2024-08-02,sangat manfaat sekali,Positive,General
2024-08-02,bayar qris laamaa,Negative,Services
2024-08-02,sangat suka puas guna permatamobile x,Positive,General
2024-08-02,biaya adm kalo gratis,Negative,Fees and Rates
2024-08-02,aplikasi lama loadingx,Negative,Ease and Speed
2024-08-02,terlalu sibuk jawab tanya,Neutral,General
2024-08-02,qris sering bisa baca,Negative,Services
2024-08-02,bagus percaya cuman loading,Positive,General
2024-08-02,bisa tampil nomor rekening ikut nama,Neutral,Features and Promotion
2024-08-02,terimakasih suka banget pake permata mobile x,Positive,General
2024-08-02,ganti telepon dan atur pin aplikasi tidak terima kode sms,Negative,Services
2024-08-02,tampil menu antar muka muat sering jadi ganggu perlu baik,Negative,UI/UX and Usability
2024-08-02,tidak pernah diacc aju pinjam kta padahal nasabah setia permata mobile mohon aju pinjam kta terima tks,Negative,Services
2024-08-02,tombol navigasi asa lambat jadi aplikasi kurang responsif perlu baik soal performa aplikasi,Negative,UI/UX and Usability
2024-08-02,lmbat utl login,Negative,Ease and Speed
2024-08-02,biaya sering ganggu,Negative,Services
2024-08-02,benci aplikasi suka minta review tiap logout jangan jadi mental emis,Negative,General
2024-08-02,aplikasi terlalu lambat kalo pake qris gagal terus,Negative,Ease and Speed
2024-08-02,login sering masalah qris guna,Negative,UI/UX and Usability
