Date,Feedback,Sentiment,App Related,Key Theme,Specific Themes,,,,,
8/1/2024 13:42,Background atau tampilannya diperbagus,Neutral,Yes,UI/UX and Usability,App design suggestion,,,,,
8/1/2024 13:42,Scan QR sering bermasalah,Negative,Yes,Features and Promotion,QR code functionality issues,,,,,
8/1/2024 13:45,Proses KTA dipermudah,Negative,No,Services,Loan process difficulties,,,,,
8/1/2024 13:45,Tarik tunai tanpa kartu tidak semudah BCA. Sering gagal,Negative,Yes,Features and Promotion,Cardless withdrawal issues,,,,,
8/1/2024 13:46,Semuanya,Positive,No,General,General Positive Feedback,,,,,
8/1/2024 13:50,Pertahankan ... pelayanan baiknya,Positive,No,General,General Positive Feedback,,,,,
8/1/2024 13:51,Mudah dan praktis,Positive,Yes,Services,Ease of use,,,,,
8/1/2024 13:54,Good,Positive,No,General,General Positive Feedback,,,,,
8/1/2024 13:58,Semoga slalu gratis,Positive,Yes,Fees and Rates,Free transactions,,,,,
8/1/2024 13:59,Leni,Neutral,No,General,Neutral Feedback,,,,,
8/1/2024 14:00,Apl lambat,Negative,Yes,Ease and Speed,Slow application,,,,,
8/1/2024 14:01,Ok,Positive,No,General,General Positive Feedback,,,,,
8/1/2024 14:05,Mantap,Positive,No,General,General Positive Feedback,,,,,
8/1/2024 14:08,Good,Positive,No,General,General Positive Feedback,,,,,
8/1/2024 14:08,Ok sangat lancar transaksinya,Positive,Yes,Services,Smooth transactions,,,,,
8/1/2024 14:12,"Mesin ATM Permata tolong diperbanyak di sebar luaskan di mall, Lotte, Alfamaret, Indomaret supaya mempermudah pencarian dan mempermudah transaksi",Negative,No,Services,ATM availability,,,,,
8/1/2024 14:28,mungkin kalau transfer tdk dikenakan biaya gratis ke bank manapun..pasti sy rekomen ke teman sy,Negative,Yes,Fees and Rates,High transaction fees,,,,,
8/1/2024 14:28,apk sering keluar sendiri Malesin harus bolak balik akun terus,Negative,Yes,Ease and Speed,App crashes frequently,,,,,
8/1/2024 14:30,kalau tanggal 25 pasti trouble,Negative,Yes,Reliability,Consistent issues on specific dates,,,,,
8/1/2024 14:31,Selalu lancar,Positive,Yes,General,Smooth transactions,,,,,
8/1/2024 14:37,permata kalau bisa lebih banyak cabangnya yang saya tahu baru satu di Cirebon.,Negative,No,Services,Limited branch availability,,,,,
8/1/2024 14:39,good job cs nya,Positive,No,Services,Positive customer service feedback,,,,,
8/1/2024 14:40,bagus,Positive,No,General,General Positive Feedback,,,,,
8/1/2024 14:43,no rek tidak ke save,Negative,Yes,Features and Promotion,Account details not saved,,,,,
8/1/2024 14:48,baik,Positive,No,General,General Positive Feedback,,,,,
8/1/2024 14:53,agak lemot,Negative,Yes,Ease and Speed,App performance issues,,,,,
8/1/2024 14:54,Diperbanyak atm dari bank permata itu sendiri,Negative,No,Services,ATM availability,,,,,
8/1/2024 14:56,terlalu lama loading,Negative,Yes,Ease and Speed,Slow loading times,,,,,
8/1/2024 15:00,bagaimana menghapus icon yang sudah dibuat dan tidak digunakan lagi .... di quick account ....,Neutral,Yes,Features and Promotion,Feature improvement suggestion,,,,,
8/1/2024 15:03,ok,Positive,No,General,General Positive Feedback,,,,,
8/1/2024 15:05,beberapa hari yg lalu saya minta kenaikan limit tdk dikasih padahal itu hak saya..,Negative,No,Services,Credit limit issues,,,,,
8/1/2024 15:07,untuk cicilan tolong lebih rinci misal total berapa bulannya diperlihatkan,Neutral,No,Services,Loan detail suggestions,,,,,
8/1/2024 15:08,bebas biaya transfer,Positive,Yes,Fees and Rates,No transaction fees,,,,,
8/1/2024 15:10,Saran diperbaiki lagi apk nya masih berat banget thankyou,Negative,Yes,Ease and Speed,App performance issues,,,,,
8/1/2024 15:12,Tampilannya tol,Negative,Yes,UI/UX and Usability,Poor app interface,,,,,
8/1/2024 15:15,Semua OK,Positive,No,General,General Positive Feedback,,,,,
8/1/2024 15:16,updated pembayaran transaksi lambat,Negative,Yes,Ease and Speed,Slow transaction updates,,,,,
8/1/2024 15:16,sangat membantu,Positive,No,Services,Helpful service feedback,,,,,
8/1/2024 15:22,aplikasi kurang simpel,Negative,Yes,UI/UX and Usability,Complicated app usability,,,,,
8/1/2024 15:26,semua transaksi gratis,Positive,Yes,Fees and Rates,No transaction fees,,,,,
8/1/2024 15:28,tidak ada setor tunai,Negative,No,Services,Lack of cash deposit service,,,,,
8/1/2024 15:34,"mobile mbanking masukan pasword lama,dan ngelek",Negative,Yes,UI/UX and Usability,Password and app lag issues,,,,,
8/1/2024 15:34,versi hp terlalu berat dan lambat,Negative,Yes,Ease and Speed,Slow app on specific devices,,,,,
8/1/2024 15:35,mantab,Positive,No,General,General Positive Feedback,,,,,
8/1/2024 15:36,"Dari aplikasi nya oke, tapi saat mau tarik tunai di indomaret sering ada kendala, yaitu terkadang gak ada karyawan yang bisa melakukan transaksi tarik tunai karena perlu fingerprint. Saldo kadang gak cukup padahal di bawah 1 juta.",Negative,No,Reliability,Kendala tarik tunai di merchant,,,,,
8/1/2024 15:36,hebat,Positive,No,General,Feedback umum positif,,,,,
8/1/2024 15:39,gak ada biaya transfer,Positive,Yes,Fees and Rates,Bebas biaya transfer,,,,,
8/1/2024 15:52,Terkadang susah log in dengan biometrik,Negative,Yes,UI/UX and Usability,Kendala login menggunakan biometrik,,,,,
8/1/2024 15:55,ok. cepat. nyaman,Positive,Yes,General,Pengalaman penggunaan yang nyaman,,,,,
8/1/2024 15:59,Tolong dibuat simple seperti BCA,Negative,Yes,UI/UX and Usability,Saran untuk menyederhanakan antarmuka aplikasi,,,,,
8/1/2024 15:59,bagus,Positive,No,General,Feedback umum positif,,,,,
8/1/2024 16:01,proses masih lambat oom,Negative,Yes,Ease and Speed,Proses aplikasi lambat,,,,,
8/1/2024 16:06,ok,Positive,No,General,Feedback umum positif,,,,,
8/1/2024 16:09,aplikasinya agak berat,Negative,Yes,Ease and Speed,Aplikasi terasa berat,,,,,
8/1/2024 16:10,Waktu saat digunakan untuk mengecek mutasi sangat singkat sehingga aplikasi cepat tertutup sendiri jika tidak meminta tambahan waktu,Negative,Yes,Ease and Speed,Masalah waktu singkat pada fitur mutasi,,,,,
8/1/2024 16:14,Fitur daftar favorit tidak bisa diedit atau dihapus,Negative,Yes,Features and Promotion,Keterbatasan fitur daftar favorit,,,,,
8/1/2024 16:15,snsnn,Neutral,No,General,Tidak relevan,,,,,
8/1/2024 16:17,Aplikasinya lemot,Negative,Yes,Ease and Speed,Performa aplikasi lambat,,,,,
8/1/2024 16:23,Kalau bisa total savings dan hutang jangan langsung terlihat saat tampil di layar supaya tidak mudah diintip orang di belakang,Negative,Yes,UI/UX and Usability,Kekhawatiran privasi terkait tampilan data,,,,,
8/1/2024 16:25,keep up a convenient e-banking and system reliability,Positive,Yes,Reliability,Sistem e-banking yang nyaman dan handal,,,,,
8/1/2024 16:29,fitur kurang. kartu tol brizi,Negative,No,Features and Promotion,Kurangnya fitur tertentu,,,,,
8/1/2024 16:35,lemot dan sering error,Negative,Yes,Ease and Speed,Performa lambat dan sering error,,,,,
8/1/2024 16:37,terlalu lemot jalannya aplikasi,Negative,Yes,Ease and Speed,Performa aplikasi lambat,,,,,
8/1/2024 16:39,jaringan sering error,Negative,Yes,Reliability,Masalah jaringan,,,,,
8/1/2024 16:43,love your online banking systems,Positive,Yes,General,Sistem perbankan online yang baik,,,,,
8/1/2024 16:51,seharusnya bisa mentransfer di segala waktu,Negative,Yes,Features and Promotion,Waktu transfer terbatas,,,,,
8/1/2024 17:05,loading lama dan sering hilang sinyal ketika memakai QR code,Negative,Yes,Ease and Speed,Loading lama dan masalah sinyal pada QR code,,,,,
8/1/2024 17:19,aplikasi nya masih lambat tolong lebih ditingkatkan lagi biar lebih cepat seperti aplikasi bank lain yang sudah sangat enak dipakai,Negative,Yes,Ease and Speed,Performa aplikasi perlu peningkatan,,,,,
8/1/2024 17:27,transfer pernah nyangkut dananya,Negative,Yes,Reliability,Masalah dana transfer terjebak,,,,,
8/1/2024 17:41,terus nanyain feedback setiap selesai transaksi...sangat menggangu,Negative,Yes,Features and Promotion,Gangguan notifikasi feedback,,,,,
8/1/2024 18:05,"promotion choose not saves, always rebooting to ON to all I have reported about it many times",Negative,Yes,Features and Promotion,Masalah pada pengaturan promosi,,,,,
8/1/2024 18:11,pasti puas,Positive,No,General,General Positive Feedback,,,,,
8/1/2024 18:15,sudh bagus kalo boleh lebih bagus lagi,Positive,No,General,General Positive Feedback,,,,,
8/1/2024 18:19,akun pinjaman saya selalu diblokir,Negative,No,Services,Errors in account information,,,,,
8/1/2024 18:21,apilkasi di tinggatkan...gendalay lomot saya....,Negative,Yes,Ease and Speed,Slow application,,,,,
8/1/2024 18:25,tidak ada informasi untuk penerimaan transfer masuk,Negative,Yes,Features and Promotion,Missing features,,,,,
8/1/2024 18:27,lambat dan berat,Negative,Yes,Ease and Speed,Slow application,,,,,
8/1/2024 18:31,bagus,Positive,No,General,General Positive Feedback,,,,,
8/1/2024 18:33,oke,Neutral,No,General,General Positive Feedback,,,,,
8/1/2024 18:36,mantap,Positive,No,General,General Positive Feedback,,,,,
8/1/2024 18:38,bi fash jgn sering2 error..,Negative,Yes,Features and Promotion,Errors in account information,,,,,
8/1/2024 18:39,"ATM didaerah saya Karanganyar solo masih sedikit jaraknya dari rumah jauh, pakai mobile cash tarik tunai di Indomaret ditolak alasanya uangnya nggak ada sudah 5 kali lebih jawabannya kaya gitu jadi males.",Negative,No,Services,ATM are hard to find,,,,,
8/1/2024 18:41,keluhan saya tentang pembayaran cicilan samapai sekarang tidak ada tindak lanjut lagi,Negative,No,Services,Errors in account information,,,,,
8/1/2024 18:45,ok,Neutral,No,General,General Positive Feedback,,,,,
8/1/2024 18:49,keren,Positive,No,General,General Positive Feedback,,,,,
8/1/2024 18:51,"I cannot use permatanet to simultaneously transfer because somehow my permatamobile x CANNOT APPROVE the transaction for some reason. I already link and unlink, install and uninstall but the result is the same, failed.",Negative,Yes,Ease and Speed,Failed Transactions,,,,,
8/1/2024 18:52,"kadang suka gak konek permata mobilenya, sering eror, jadi suka deg2an kali mau transaksi mobile",Negative,Yes,Ease and Speed,Login issues,,,,,
8/1/2024 18:52,ingin menarik mobile cash untuk kedua kali namun tidak bisa,Negative,Yes,Features and Promotion,Failed Transactions,,,,,
8/1/2024 19:00,TOLONG KASIH SAYA DANA SIGAP KEMBALI,Neutral,No,Services,General Negative Feedback,,,,,
8/1/2024 19:03,QR EROR,Negative,Yes,Features and Promotion,Errors in account information,,,,,
8/1/2024 19:03,sering terjadi pemeliharaan setiap pagi hari,Negative,Yes,Features and Promotion,Notification Issues,,,,,
8/1/2024 19:04,perpindahan halaman 1 ke halaman lain masih suka lama,Negative,Yes,UI/UX and Usability,Complex UI/UX,,,,,
8/1/2024 19:05,jaringan masih lemot,Negative,Yes,Ease and Speed,Slow application,,,,,
8/1/2024 19:06,Loadingnya lambat,Negative,Yes,Ease and Speed,Slow application,,,,,
8/1/2024 19:07,excelent,Positive,No,General,General Positive Feedback,,,,,
8/1/2024 19:13,Mobile sering gangguan,Negative,Yes,Ease and Speed,Frequent app disruptions,,,,,
8/1/2024 19:16,lama loading,Negative,Yes,Ease and Speed,Slow application,,,,,
8/1/2024 19:19,g,Neutral,No,General,Ambiguous feedback,,,,,
8/1/2024 19:32,"aplikasi sepertinya terlalu berat, butuh sinyal internet yang kuat untuk menjalankannya. sedangkan dengan bank lain sepertinya ringan berselancar walau sinyal internet lemah.",Negative,Yes,Ease and Speed,High dependency on strong internet,,,,,
8/1/2024 19:35,Tempat tarik tunai diperbanyak,Neutral,No,Services,Insufficient cash withdrawal points,,,,,
8/1/2024 19:36,jaringan mesin ATM diluar kota tlng ditambah,Neutral,No,Services,Lack of ATMs in rural areas,,,,,
8/1/2024 19:36,lemot,Negative,Yes,Ease and Speed,Slow application,,,,,
8/1/2024 19:36,"apk terlalu lemot, kurang efesiensi dalam menjalankan apk",Negative,Yes,Ease and Speed,Slow application,,,,,
8/1/2024 19:39,aplikasi lemot,Negative,Yes,Ease and Speed,Slow application,,,,,
8/1/2024 19:42,lemot,Negative,Yes,Ease and Speed,Slow application,,,,,
8/1/2024 19:48,respon menu nya sangat lambat,Negative,Yes,UI/UX and Usability,Slow menu response,,,,,
8/1/2024 19:49,setiap pengajuan KTA selalu di tolak tanpa di informasikan sebabnya,Negative,No,Services,Unclear loan rejection reasons,,,,,
8/1/2024 19:53,masih baik,Neutral,No,General,Neutral feedback,,,,,
8/1/2024 20:05,iya,Neutral,No,General,Neutral feedback,,,,,
8/1/2024 20:05,"sudah bagus, pertahankan",Positive,No,General,General Positive Feedback,,,,,
8/1/2024 20:06,good,Positive,No,General,General Positive Feedback,,,,,
8/1/2024 20:08,LEMOT,Negative,Yes,Ease and Speed,Slow application,,,,,
8/1/2024 20:10,aplikasinya lambat saat digunakan,Negative,Yes,Ease and Speed,Slow application,,,,,
8/1/2024 20:13,loading terlalu lama,Negative,Yes,Ease and Speed,Slow application,,,,,
8/1/2024 20:19,jika keluar kota tidak bisa digunakan,Negative,Yes,Features and Promotion,Limited functionality in rural areas,,,,,
8/1/2024 20:19,"gk bsa dipake di semua kode qris, ribet kalo mau bayar via qris",Negative,Yes,Features and Promotion,QRIS payment issues,,,,,
8/1/2024 20:21,tidak bisa mentransfer uang ke bank lain,Negative,Yes,Features and Promotion,Failed Transactions,,,,,
8/1/2024 20:23,tidak bisa trasfer,Negative,Yes,Features and Promotion,Failed Transactions,,,,,
8/1/2024 20:26,ok,Neutral,No,General,General Positive Feedback,,,,,
8/1/2024 20:27,good,Positive,No,General,General Positive Feedback,,,,,
8/1/2024 20:27,Buat lebih simple dan responsif aplikasi ditingkatkan,Negative,Yes,UI/UX and Usability,Needs improved usability,,,,,
8/1/2024 20:30,seharusnya bunga riba ditiadakan,Neutral,No,General,General Neutral Feedback,,,,,
8/1/2024 20:33,aplikasinya mudah digunakan tapi responya memang agak lama,Neutral,Yes,UI/UX and Usability,Slow response but user-friendly,,,,,
8/1/2024 20:34,sering gangguan,Negative,Yes,Ease and Speed,Frequent app disruptions,,,,,
8/1/2024 20:35,kenapa pinjaman KTA ny di tolak,Negative,No,Services,Unclear loan rejection reasons,,,,,
8/1/2024 20:36,lambat,Negative,Yes,Ease and Speed,Slow application,,,,,
8/1/2024 20:37,"aplikasi terlalu berat,membuat proses transaksi menunggu lama",Negative,Yes,Ease and Speed,Heavy app leading to long waits,,,,,
8/1/2024 20:41,goid,Neutral,No,General,Ambiguous feedback,,,,,
8/1/2024 20:42,very good apps,Positive,Yes,General,Positive feedback,,,,,
8/1/2024 20:42,"sekali nanya cukup, jangan nanya2 terus",Neutral,No,Services,Over-asking in app,,,,,
8/1/2024 20:45,pakai PERMATA bank enak banget Tampa ribet,Positive,No,General,Positive feedback,,,,,
8/1/2024 20:48,suka logout sendiri,Negative,Yes,UI/UX and Usability,App logout issues,,,,,
8/1/2024 20:49,Cek Mutasi kadang tidak RealTime,Negative,Yes,Features and Promotion,Delay in transaction updates,,,,,
8/1/2024 20:53,tiap update bkin pin lagi,Negative,Yes,UI/UX and Usability,Repeated PIN entry,,,,,
8/1/2024 21:00,Worst app ever. Troubles every evening. Resign your programmers,Negative,Yes,Ease and Speed,Frequent app troubles,,,,,
8/1/2024 21:00,suka loading dan eror,Negative,Yes,Ease and Speed,Slow loading and errors,,,,,
8/1/2024 21:02,signalnya lemah,Negative,Yes,Features and Promotion,Weak signal issues,,,,,
8/1/2024 21:06,"pas mau trf dan pilih no rek, harusnya langsung ada sekalian nama account. jangan di klik dulu baru ada",Neutral,Yes,Features and Promotion,Transfer UI needs improvement,,,,,
8/1/2024 21:06,qris,Neutral,Yes,Features and Promotion,QRIS-related feedback,,,,,
8/1/2024 21:07,blabla,Neutral,No,General,Ambiguous feedback,,,,,
8/1/2024 21:08,lebih cepat transfer nya,Positive,Yes,Features and Promotion,Faster transfer requested,,,,,
8/1/2024 21:14,wow,Positive,No,General,Positive feedback,,,,,
8/1/2024 21:14,mantap,Positive,No,General,Positive feedback,,,,,
8/1/2024 21:28,pinjaman tidak acc la,Negative,No,Services,Loan rejection,,,,,
8/1/2024 21:38,kena potongan setiap kirim uang,Negative,Yes,Fees and Rates,Transfer fees,,,,,
8/1/2024 21:39,aplikasi nya lemot,Negative,Yes,Ease and Speed,Slow application,,,,,
8/1/2024 21:39,"terlalu lama login,selalu mutar2 dulu,kurang cepat koneksinya",Negative,Yes,Ease and Speed,Slow login,,,,,
8/1/2024 21:40,bagus,Positive,No,General,Positive feedback,,,,,
8/1/2024 21:41,"diaplikasi Mobile X ada fitur layanan email, sehingga nasabah yg email ke care pasti nasabah karena nasabah harus login aplikasi dulu",Positive,Yes,Features and Promotion,Email feature improves security,,,,,
8/1/2024 21:43,loading d percepat soalnya masih agak lama,Negative,Yes,Ease and Speed,Slow loading,,,,,
8/1/2024 22:01,sering lemot,Negative,Yes,Ease and Speed,Slow application,,,,,
8/1/2024 22:03,ok,Neutral,No,General,Neutral feedback,,,,,
8/1/2024 22:16,good,Positive,No,General,Positive feedback,,,,,
8/1/2024 22:20,"fitur banyak, tampilan keren modern, mudah di akses. the best pokoknya",Positive,Yes,UI/UX and Usability,Attractive UI,,,,,
8/1/2024 22:21,nomer bekas ngirim tidak ada nama nya ... susah klo mau tf lagi,Negative,Yes,Features and Promotion,Missing contact name on transfers,,,,,
8/1/2024 22:22,lemot,Negative,Yes,Ease and Speed,Slow application,,,,,
8/1/2024 22:33,"lemot bgt aplikasi yh..server yh tolong kuota bnyak,sinyal bagus,posisi di tengah kota ...tetap aj lemot",Negative,Yes,Ease and Speed,Slow app despite good signal,,,,,
8/1/2024 22:33,jangan lemot kalo lg d gunakan,Negative,Yes,Ease and Speed,Slow app during use,,,,,
8/1/2024 22:40,1.Ditambah kecepatan respon transaksi. 2. Update transaksi terbuku di RK pada saat transaksi selesai atau pada hari yang sama 3.Pemberitahuan penggunaan CC pada saat digunakan agar nasabah tahu dan menghindari penyalahgunaan CC dan komplain,Neutral,Yes,Features and Promotion,Request for faster transactions,,,,,
8/1/2024 22:45,nicee,Positive,No,General,Positive feedback,,,,,
8/1/2024 22:57,"Perubahan biaya transfer via Online bat PermataMe menjadi kan slogan gratis transfer tanpa syarat hilang,padahal udah bagus beda dari yang lain,jadi maaf saya pindah dulu ke bank yg ada bunga tabungan 3.5 persen,bahkan ada yg 4persen,dan ada kuota tf",Negative,Yes,Fees and Rates,Negative feedback on fees,,,,,
8/1/2024 23:03,Lemot,Negative,Yes,Ease and Speed,Slow application,,,,,
8/1/2024 23:06,y,Neutral,No,General,Ambiguous feedback,,,,,
8/1/2024 23:32,mantap,Positive,No,General,Positive feedback,,,,,
8/1/2024 23:34,mantap,Positive,No,General,Positive feedback,,,,,
8/1/2024 23:53,mantap,Positive,No,General,Positive feedback,,,,,
8/2/2024 0:16,sangat bagus,Positive,No,General,Positive feedback,,,,,
8/2/2024 0:29,Dana Nyangkut. Dana Terpotong Tapi Tidak Sampai Rekening Tujuan,Negative,Yes,Features and Promotion,Transaction issues,,,,,
8/2/2024 0:48,"tampilan Menunya agak dipermudah sedikit, biar tidak pusing",Neutral,Yes,UI/UX and Usability,UI improvement suggestion,,,,,
8/2/2024 0:53,semuanya suka,Positive,No,General,Positive feedback,,,,,
8/2/2024 1:37,mmh km min..p.,Neutral,No,General,Ambiguous feedback,,,,,
8/2/2024 2:21,ok,Neutral,No,General,Neutral feedback,,,,,
8/2/2024 4:16,gerai atm,Neutral,No,General,Ambiguous feedback,,,,,
8/2/2024 4:34,lemot,Negative,Yes,Ease and Speed,Slow application,,,,,
8/2/2024 4:57,karyawan Bank yang harus kerja.,Neutral,No,Services,Service-related feedback,,,,,
8/2/2024 4:57,cepat,Positive,No,General,Positive feedback,,,,,
8/2/2024 5:07,Tidak Ada Menu Top Up KTA,Negative,Yes,Features and Promotion,Missing top-up feature,,,,,
8/2/2024 5:22,"harus selalu update aplikasi nya, padahal sudah di update nanti ada lagi.",Negative,Yes,Features and Promotion,Frequent updates needed,,,,,
8/2/2024 5:25,ok,Neutral,No,General,Neutral feedback,,,,,
8/2/2024 5:38,good,Positive,No,General,Positive feedback,,,,,
8/2/2024 5:46,mantap,Positive,No,General,Positive feedback,,,,,
8/2/2024 5:48,"sering kembali ke login, sangat lemot permata mobile x yg saat ini",Negative,Yes,Ease and Speed,Frequent logins and slowness,,,,,
8/2/2024 5:52,bisa ada aplikasi peminjaman,Neutral,No,Services,Suggestion for loan application,,,,,
8/2/2024 5:53,jangan masukkan semua fitur dalam satu aplikasi. Leleeeeeet,Negative,Yes,Features and Promotion,Overloaded app features,,,,,
8/2/2024 5:55,good,Positive,No,General,Positive feedback,,,,,
8/2/2024 5:57,ok,Neutral,No,General,Neutral feedback,,,,,
8/2/2024 6:13,ok,Neutral,No,General,Neutral feedback,,,,,
8/2/2024 6:28,pembayaran dari pelanggan barkot nya lama banget masuk nya. sampai berjam jam,Negative,Yes,Ease and Speed,Slow payment processing,,,,,
8/2/2024 6:38,Sip,Positive,No,General,Positive feedback,,,,,
8/2/2024 6:44,good,Positive,No,General,Positive feedback,,,,,
8/2/2024 6:46,adminnya besar transfer antar bank lain,Negative,Yes,Fees and Rates,High transfer fees,,,,,
8/2/2024 6:48,kemudahan pengguna dan biaya transfer gratis,Positive,No,Services,Positive feedback on services,,,,,
8/2/2024 6:53,pembayaran dgn QR buka dan proses responnya lama dibanding yg lain,Negative,Yes,Ease and Speed,Slow QR payment processing,,,,,
8/2/2024 6:56,kantor cabang masih jarang,Neutral,No,Services,Suggestion for more branches,,,,,
8/2/2024 7:13,bagus Ok,Positive,No,General,Positive feedback,,,,,
8/2/2024 7:13,"kecepatan, ada batas waktu",Neutral,No,Ease and Speed,Limited speed,,,,,
8/2/2024 7:19,"annoying, emails received every time opened the apps",Negative,Yes,UI/UX and Usability,Annoying notifications,,,,,
8/2/2024 7:20,pelayanan d kcp lambattt,Negative,Yes,Services,Slow service at KCP,,,,,
8/2/2024 7:20,good,Positive,No,General,Positive feedback,,,,,
8/2/2024 7:23,lebih ok lagi kedepan nya,Positive,No,General,Positive suggestion for improvement,,,,,
8/2/2024 7:25,mamtap,Positive,No,General,Positive feedback,,,,,
8/2/2024 7:30,"proses kasbon sangat lama , saya mau batalkan tidak bisa ,,",Negative,Yes,Services,Slow loan processing,,,,,
8/2/2024 7:39,sangat lelet,Negative,Yes,Ease and Speed,Slow app performance,,,,,
8/2/2024 7:41,pengajuan KTA dan pinjaman saya ga pernah d ACC sudah pppayroll 14 tahun masih aja ga percaya Ama nasabah,Negative,Yes,Services,Loan application denial,,,,,
8/2/2024 7:44,lambat,Negative,Yes,Ease and Speed,Slow performance,,,,,
8/2/2024 7:46,seringkali putus jaringan dan fee admin pengguna permata prefred harusnya sd free admin,Negative,Yes,Fees and Rates,Network issues and admin fees,,,,,
8/2/2024 7:48,kadang mau cek saldo masuk tidak nampak,Negative,Yes,Services,Balance display issues,,,,,
8/2/2024 7:56,"saat tengah malam sering terkejut saat lihat saldo tiba tiba Rp. 0 , ternyata jaringan setiap tengah malam bermasalah",Negative,Yes,Services,Midnight balance display issue,,,,,
8/2/2024 7:58,"m banking nya lemott meski signal full ,kadang mending tampilan dijadulin tapi satsettt",Negative,Yes,Ease and Speed,Slow mobile banking,,,,,
8/2/2024 8:02,aplikasinya lelet,Negative,Yes,Ease and Speed,Slow application,,,,,
8/2/2024 8:09,ok,Neutral,No,General,Neutral feedback,,,,,
8/2/2024 8:11,ok,Neutral,No,General,Neutral feedback,,,,,
8/2/2024 8:11,aplikasinya lemot,Negative,Yes,Ease and Speed,Slow application,,,,,
8/2/2024 8:27,good,Positive,No,General,Positive feedback,,,,,
8/2/2024 8:37,Aplikasi kurang mudah.,Negative,Yes,UI/UX and Usability,Difficult to use,,,,,
8/2/2024 8:38,Di kota saya Palembang belum ada yang bisa untuk ambil Mobil Cash di Indomaret,Negative,Yes,Features and Promotion,Lack of feature in Palembang,,,,,
8/2/2024 8:40,Terlalu banyak spam,Negative,Yes,UI/UX and Usability,Too many spam notifications,,,,,
8/2/2024 8:43,"tidak perlu, jangan ditampilkan",Negative,Yes,UI/UX and Usability,Unnecessary content display,,,,,
8/2/2024 8:43,"Tidak bisa di refresh, jadi klo ada yg TF dan posisi mobile banking masih online namun tdk bisa di refresh",Negative,Yes,Ease and Speed,Refresh issue,,,,,
8/2/2024 8:52,pada saat akan login masih terlalu lambat padahal sinyal sudah sangat bagus,Negative,Yes,Ease and Speed,Slow login,,,,,
8/2/2024 8:52,loadingnya sangat lambat,Negative,Yes,Ease and Speed,Slow loading,,,,,
8/2/2024 8:54,apa apa kena biaya...biaya bulanan tinggi...,Negative,Yes,Fees and Rates,High fees,,,,,
8/2/2024 8:56,baik,Positive,No,General,Positive feedback,,,,,
8/2/2024 9:01,tingkatkan gratis transaksi di semua fitur,Negative,Yes,Fees and Rates,Free transaction improvement,,,,,
8/2/2024 9:01,belum ada pilihan ke kartu kredit. di CI B saat scan QR pun bisa pilih dr rekening atau kartu kredit,Negative,Yes,Features and Promotion,No credit card option,,,,,
8/2/2024 9:07,gud,Positive,No,General,Positive feedback,,,,,
8/2/2024 9:12,aplikasinya lemot,Negative,Yes,Ease and Speed,Slow application,,,,,
8/2/2024 9:14,Top up KTA tidak di tawarkan,Negative,Yes,Features and Promotion,No top-up feature for KTA,,,,,
8/2/2024 9:14,good,Positive,No,General,Positive feedback,,,,,
8/2/2024 9:16,biyaya tf gratis,Positive,No,Fees and Rates,Free transfer fees,,,,,
8/2/2024 9:18,permudah nasabah untuk me non aktifkan kartu kredit,Positive,No,Services,Suggestion for easier card deactivation,,,,,
8/2/2024 9:20,.,Neutral,No,General,Neutral feedback,,,,,
8/2/2024 9:21,sudah bagus tinggal di tingkatkan lagi kwalitasnya,Positive,No,General,Suggestion for quality improvement,,,,,
8/2/2024 9:23,All hal di atas,Neutral,No,General,General comment,,,,,
8/2/2024 9:30,keamanan..,Positive,No,General,General Positive Feedback,,,,,
8/2/2024 9:31,nedd show password at first page for control,Negative,Yes,UI/UX and Usability,Suggestion for password display,,,,,
8/2/2024 9:33,sekarang ada biaya navigator ya setiap bulan,Negative,Yes,Fees and Rates,New monthly navigator fee,,,,,
8/2/2024 9:34,tingkatkan pelayanan nya,Negative,Yes,Services,Improvement suggestion for service,,,,,
8/2/2024 9:36,lemot,Negative,Yes,Ease and Speed,Slow app performance,,,,,
8/2/2024 9:37,keren,Positive,No,General,Positive feedback,,,,,
8/2/2024 9:37,sering error,Negative,Yes,Ease and Speed,Frequent errors,,,,,
8/2/2024 9:38,satiafactio,Positive,No,General,Positive feedback,,,,,
8/2/2024 9:41,ui kurang menarik,Negative,Yes,UI/UX and Usability,Unattractive UI,,,,,
8/2/2024 9:41,sering offline,Negative,Yes,Ease and Speed,Frequent offline issues,,,,,
8/2/2024 9:50,ok,Neutral,No,General,Neutral feedback,,,,,
8/2/2024 9:50,"notifikasi uang masuk tidak ada,cupu tidak kayak bank sebelah.",Negative,Yes,Features and Promotion,Missing transaction notifications,,,,,
8/2/2024 9:52,good,Positive,No,General,Positive feedback,,,,,
8/2/2024 9:57,"pengajuan pinjaman dulu mudah, sekarang susah",Negative,Yes,Services,Improve loan application process,,,,,
8/2/2024 10:00,Aplikasi agak lemot,Negative,Yes,Ease and Speed,Improve app speed,,,,,
8/2/2024 10:07,the service is good,Positive,No,Services,Positive feedback,,,,,
8/2/2024 10:12,loadingnya lama,Negative,Yes,Ease and Speed,Improve loading speed,,,,,
8/2/2024 10:14,untuk BPJS belum ada,Negative,Yes,Features and Promotion,Add BPJS feature,,,,,
8/2/2024 10:15,Keamanan terjamin,Positive,No,General,Positive feedback,,,,,
